"","X.1","partyname","X","user.id","user.name","user.profilePic","user.profileUrl","pageName","postId","viewsCount","time","link","text","likes","url","countryname","rile","date","Language","Anger","Hope","Enthusiasm","Fear","Anxiety","Pride","Words"
"1",59484,"People-Animals-Nature",1849,100050150243894,"PAN - Pessoas Animais Natureza","https://scontent.ftrn2-1.fna.fbcdn.net/v/t39.30808-1/424582021_916291163385883_6791096808405746486_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=101&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=UCuaRYfaESIQ7kNvwH7LOdZ&_nc_oc=Admog0k2LBELaWB67Xg3RD-hvV-hz93LmrLyJYfE0fuu8-tRUPY4xlWvVXMnTTnOn2E&_nc_zt=24&_nc_ht=scontent.ftrn2-1.fna&_nc_gid=Tdn74d9eJM97l36BY56APw&oh=00_AfEqumxcigq06gsZCNxHd1wFyBSaciPLkU1v6WQnJwCSpg&oe=6810325F","https://www.facebook.com/PANpartido","PANpartido",2512006712193742,NA,"2019-08-31 13:00:02","https://jornaleconomico.sapo.pt/noticias/pan-quer-proibir-exploracao-de-petroleo-e-encerrar-centrais-de-carvao-ate-2023-484480","o pan considera que é urgente descarbonizar a economia e acabar com a dependência dos combustíveis fósseis e apostar em energias renováveis.





o partido defende que é urgente “apostar na incorporação de fontes de energia renováveis e endógenas nos consumos finais de energia”, promovendo a descarbonização da produção de electricidade a partir do carvão e acabando com a dependência dos combustíveis fósseis. defendem ainda uma descentralização e democratização da produção de energia e a promoção da transição energética na indústria.





“a transição neste sector [transportes públicos] passa pela forte redução da utilização do transporte individual e consequente promoção da utilização do transporte público, pela articulação dos vários tipos de transportes públicos, pela descarbonização das frotas, pela aposta na ferrovia, pelo investimento em combustíveis mais limpos e de base renovável”, explica o partido.",292,"https://www.facebook.com/PANpartido/posts/pfbid0YZhCTFgXqUCbqP9n3tF3drRwsCdMRpYWxnCMo5QBgfQcDYj57utpJaUHMorLhucHl","Portugal",-25.473,201910,0.1,0.05,0.8,0.2,0.15,0.75,0.3,160
"2",59501,"People-Animals-Nature",3908,100050150243894,"PAN - Pessoas Animais Natureza","https://scontent.fgru6-1.fna.fbcdn.net/v/t39.30808-1/424582021_916291163385883_6791096808405746486_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=101&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=UCuaRYfaESIQ7kNvwFRd2GR&_nc_oc=Adnc5J828O9DXXgylGfI8D_t6AUwk4es9bRkaCXhCLveAi0Od2iMilExM_-AGg2uJcU&_nc_zt=24&_nc_ht=scontent.fgru6-1.fna&_nc_gid=H7JTKWHfA5NTguy8_C8emw&oh=00_AfGqpzNr9cBqGmQqy-D9Fe13IzbMiYrtSaBnqvO3fQrmXQ&oe=6810325F","https://www.facebook.com/PANpartido","PANpartido",2311696305558118,NA,"2019-05-10 19:47:50","https://is.gd/RTuYAf","analisando os atuais direitos e deveres dos jovens de 16 anos verificam-se claras incoerências, uma vez que o estado reconhece a estas pessoas, no âmbito de assuntos sensíveis, a maturidade e a capacidade de tomarem decisões quanto à conformação das suas vidas, com várias obrigações legais mas não lhes permitindo escolher as políticas e os representantes políticos que afetam o seu quotidiano e o seu futuro.





podes ler o nosso projecto aqui : https://is.gd/rtuyaf





#pan #participação #abstenção #jovens #aos16euvoto",159,"https://www.facebook.com/PANpartido/posts/pfbid02vG7y3NbQ1P1P1MZLnDkx7Shv3ecXXQo3VkxgrVCdxWDF15GoZmAKkyDvEX4yTkUnl","Portugal",-25.473,201910,0.2,0.3,0.5,0.4,0.2,0.4,0.3,138
"3",59984,"People-Animals-Nature",695,100050150243894,"PAN - Pessoas Animais Natureza","https://scontent-msp1-1.xx.fbcdn.net/v/t39.30808-1/424582021_916291163385883_6791096808405746486_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=101&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=UCuaRYfaESIQ7kNvwETqCan&_nc_oc=AdlrAIKKciVRkfD_lj2Ex4oNu2IXBgnFl3XCAeTgHZlHEk1rQlsv8wSJMwqY30hU-9Q&_nc_zt=24&_nc_ht=scontent-msp1-1.xx&_nc_gid=YzMJ1T-RvEAhoj8q5jwRDw&oh=00_AfEMk1ftocmSHI4I4uzEr8Zx-4CAqllT6cJNFwLQFnIeyA&oe=6810325F","https://www.facebook.com/PANpartido","PANpartido",2561410980586648,NA,"2019-09-26 11:00:02","https://pan.com.pt/eleicoes/eleicoes-legislativas-2019/programa-eleitoral/programa-eleitoral/","contra o desperdício alimentar!


o paradigma vigente de produção e consumo exacerbado de recursos, sejam eles de origem mineral, vegetal ou animal, baseado no mito de crescimento infinito sem ter em conta conceitos como a economia circular ou o ciclo de regeneração da natureza que se alicerçam numa gestão mais sensata e equilibrada dos recursos, tem levado, entre outros fatores, a inúmeras disparidades no acesso e na distribuição de bens alimentares. este fator agrava-se em cidadãos que vivem em situação de precariedade económica e social, em risco de pobreza e sobretudo nos que já se encontram em pobreza extrema pelo que urge aprofundar instrumentos e legislação que possibilite uma maior e mais eficiente de redistribuição nacional destes bens.





o flagelo da fome e a problemática do desperdício alimentar em toda a sua plenitude e ramificações, seja a nível global, nacional, regional ou local, tem profundas repercussões no tecido socioeconómico, na gestão dos recursos e no equilíbrio dinâmico dos ecossistemas naturais. 





é preciso responsabilizar e, por isso, o pan defende a concessão de benefícios fiscais a empresas que adoptem condutas que previnam o desperdício alimentar





conhece melhor o programa do pan às #legislativas2019 em https://pan.com.pt/eleicoes/eleicoes-legislativas-2019/programa-eleitoral/programa-eleitoral/",477,"https://www.facebook.com/PANpartido/posts/pfbid02B2DiKJrrvmxguwyas8pwpxin9gCMDmQEpm5gW6oUG9f9GAhLUWAJHpLRi1RZ1cxal","Portugal",-25.473,201910,0.75,0.2,0.65,0.3,0.4,0.5,0.55,287
"4",59669,"People-Animals-Nature",1362,100050150243894,"PAN - Pessoas Animais Natureza","https://scontent-cdg4-2.xx.fbcdn.net/v/t39.30808-1/424582021_916291163385883_6791096808405746486_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=101&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=UCuaRYfaESIQ7kNvwH8smHe&_nc_oc=Adm2Qk7UkKcuVPYrg_6UBgwyVL-m4LsQzI0oinARLptPrCYGNn-ngiKeC5D5FxBLS04&_nc_zt=24&_nc_ht=scontent-cdg4-2.xx&_nc_gid=KB_fmHrMVOA-P28KJLRUfw&oh=00_AfHk8ZXLjxm3NAs_8iVdlpyEPDk-CZW0MLinHDGCY73XtA&oe=6810325F","https://www.facebook.com/PANpartido","PANpartido",2539996606061419,NA,"2019-09-15 07:49:59",NA,"apoia o pan nas #legislativas2019! muda a tua foto de perfil e #votapan. ainda vamos a tempo de garantir um futuro num planeta saudável para as próximas gerações!",515,"https://www.facebook.com/PANpartido/posts/pfbid0qjufqE1nGAwd55Ho3pWksM1G3WdiGgASaJN9FhxBigreRjZVySrFzaFD4KNuYMCVl","Portugal",-25.473,201910,0.1,0,0.8,0.2,0,0.7,0.5,26
"5",60031,"People-Animals-Nature",2704,100050150243894,"PAN - Pessoas Animais Natureza","https://scontent.fcgh19-1.fna.fbcdn.net/v/t39.30808-1/424582021_916291163385883_6791096808405746486_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=101&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=UCuaRYfaESIQ7kNvwEBkw20&_nc_oc=AdnGJVEiihwN4GZWv5dp6dVBFmlDVYhrkc1QY3roBREVgeR743ODVHFHMM7Xdvys1S0&_nc_zt=24&_nc_ht=scontent.fcgh19-1.fna&_nc_gid=BbzqyTEqjEz3dFkGHaAPsA&oh=00_AfHZVWodBo0xYE5gce8-r8xUl9E-BRsnkU1g3Pt4SryeBg&oe=6810325F","https://www.facebook.com/PANpartido","PANpartido",2427905230603891,NA,"2019-07-14 18:28:00","https://www.noticiasaominuto.com/pais/1272288/povoa-de-varzim-vai-transformar-praca-de-touros-em-equipamento-multiusos","""because it's evolution, baby!""",3130,"https://www.facebook.com/PANpartido/posts/pfbid0271pZi2nTMeASbCPKhenjPCHx49m26DJbrADKHZTrF4bCbpSLzasZFDeBrjsB35GSl","Portugal",-25.473,201910,0,0,0.5,0,0,0.7,0.4,5
"6",59653,"People-Animals-Nature",1101,100050150243894,"PAN - Pessoas Animais Natureza","https://scontent-cdg4-2.xx.fbcdn.net/v/t39.30808-1/424582021_916291163385883_6791096808405746486_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=101&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=UCuaRYfaESIQ7kNvwH4Xpfw&_nc_oc=AdkhgqkcFAOfvaSn-bfjWuWo6d8uT6XtKvDVNz4ED3h8EOcrupiS0V6wJ1wPL2eMKxo&_nc_zt=24&_nc_ht=scontent-cdg4-2.xx&_nc_gid=e39gTf3bss37n-Mpb-RMmg&oh=00_AfGAV0owiNQNHTviIiLEaE-XkuJNZo4aJmcmIe_ywW7rFA&oe=6810325F","https://www.facebook.com/PANpartido","PANpartido",2548532441874502,NA,"2019-09-19 19:54:46",NA,"mais um dia de pré-campanha eleitoral que chega ao fim. começámos em campo maior, com o pan portalegre, numa visita à fábrica novadelta delta cafés: um exemplo de como é possível construir projetos sólidos no interior, que criam emprego e combatem o despovoamento, sem esquecer a sustentabilidade ambiental: a empresa está a apostar de forma crescente no café biológico e promete cápsulas 100% biodegradáveis até ao fim do ano.





depois, com o cabeça-de-lista por portalegre, jorge alcobia, fomos ao jardim municipal de campo maior falar com a população sobre a nossa visão e propostas para as #legislativas2019.





à tarde, fomos para castelo branco com o pan castelo branco! visitámos com a nossa cabeça-de-lista rebeca lopes a associação portuguesa de pais e amigos do cidadão deficiente mental, uma entidade com várias décadas que tem contribuído para a inclusão das pessoas com deficiência na região de forma inovadora, mas que à semelhança de tantos outros projetos por todos o país se debate com baixos financiamento e, nas palavras da diretora, ""faz multiplicar as verbas"". 





na rua, na praça do município, os idosos pediram pensões mais altas e os mais jovens queixaram-se da falta de investimento na região, que contribui para fomentar o desemprego e acentuar o despovoamento - problemas em relação aos quais o pan propõe várias medidas no programa eleitoral.",356,"https://www.facebook.com/PANpartido/posts/pfbid02nAqy8WVpoTMEKap4Pue6aWw8w3ERY1SVfoDJoNHkLMGRNDYUfLJ72jDGoWDuUwfZl","Portugal",-25.473,201910,0.1,0.2,0.7,0.3,0.25,0.6,0.5,330
"7",59859,"People-Animals-Nature",2354,100050150243894,"PAN - Pessoas Animais Natureza","https://scontent.frec4-1.fna.fbcdn.net/v/t39.30808-1/424582021_916291163385883_6791096808405746486_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=101&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=UCuaRYfaESIQ7kNvwExD5nq&_nc_oc=AdkHb3aF9QO9tRC1HFZIX0atIPpyvzTMPqAdT3zfRH88H-PgF6aRHoHS3kbzySZiBjI&_nc_zt=24&_nc_ht=scontent.frec4-1.fna&_nc_gid=oxI80mpY2y_ji4U9JBXs5Q&oh=00_AfFjMJ9KGiAavzkSKZeYQX0hQEFxQLJ10f6pBQsO72D2oA&oe=6810325F","https://www.facebook.com/PANpartido","PANpartido",2463712660356481,NA,"2019-08-03 14:00:19",NA,"faz melhor este verão! 🏖️⠀


se vais de férias, não abandones o teu animal de companhia! 🐶🐱",626,"https://www.facebook.com/PANpartido/posts/pfbid0JFNNzNS3SbH3TdEx22frucqF6kdt3o3SC3Q3p6vVMSWMDmq2W6V3AQektFYMXgZwl","Portugal",-25.473,201910,0.1,0,0.5,0.2,0,0.7,0,18
"8",59840,"People-Animals-Nature",1865,100050150243894,"PAN - Pessoas Animais Natureza","https://scontent.fboi1-1.fna.fbcdn.net/v/t39.30808-1/424582021_916291163385883_6791096808405746486_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=101&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=UCuaRYfaESIQ7kNvwG-wsV8&_nc_oc=Adn2m5_PJeu0iNrqqitlqqv9_nNroOv2fLRMEsGFNw1jmdItAYnnvoOtrRDGHYg8GSg&_nc_zt=24&_nc_ht=scontent.fboi1-1.fna&_nc_gid=CbN8yBoDqImxytV9iF4sAA&oh=00_AfE5f9MHzDChZFuFnkyAgohDJaM1jgnRFNDsO1IqyntQRw&oe=6810325F","https://www.facebook.com/PANpartido","PANpartido",2511617785565968,NA,"2019-08-30 17:49:18","https://www.nomeiodonada.pt/index.php/o-kastelo","o pan visitou o kastelo, projeto da associação no meio do nada dedicado a cuidados continuados e paliativos que acolhe crianças dos 0 aos 18 anos com patologia crónica, único na península ibérica.





boas práticas que precisam (sem dúvida) do apoio reforçado e estrutural do estado. conheçam mais em https://www.nomeiodonada.pt/index.php/o-kastelo",107,"https://www.facebook.com/PANpartido/posts/pfbid0VCRfztDVuwRE1BviRRy8NhyEKMkboPxBYetSJHykxVkK94GuC6rhwuQakxKqxw1Wl","Portugal",-25.473,201910,0.15,0.05,0.6,0.1,0.05,0.5,0.4,65
"9",59962,"People-Animals-Nature",3713,100050150243894,"PAN - Pessoas Animais Natureza","https://scontent.fcpq7-1.fna.fbcdn.net/v/t39.30808-1/424582021_916291163385883_6791096808405746486_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=101&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=UCuaRYfaESIQ7kNvwGrNwsG&_nc_oc=Adk9Xdpwhfj6JcT9MfbfWo1Tndg_hB_e1PWXJvq15DE--iF1DqPgUtXLbCpvr7zOjlA&_nc_zt=24&_nc_ht=scontent.fcpq7-1.fna&_nc_gid=Qltb-SZQUIuHrnJS3BkjHw&oh=00_AfGaMYCPcSzgaR0AM7ngh-M-ejOghAih4UCXVX7IyQdskQ&oe=6810325F","https://www.facebook.com/PANpartido","PANpartido",2322644804463268,NA,"2019-05-17 14:30:00","https://www.pan.com.pt/planetalimpo","mega ação de limpeza


é já este sábado! já temos mais de 500 inscrições em todo o país! e tu, já te inscreveste? vem ajudar-nos a reduzir a pegada ecológica #europeias2019





https://www.pan.com.pt/planetalimpo",54,"https://www.facebook.com/PANpartido/posts/pfbid0yaSXdVagJAuEgSXJGEQfx3rPPcaBmwY3YUC2kPfcCRkzpd4FDcnEveG5uzo9Jm5hl","Portugal",-25.473,201910,0.1,0,0.7,0.2,0,0.8,0.5,31
"10",59956,"People-Animals-Nature",3776,100050150243894,"PAN - Pessoas Animais Natureza","https://scontent.fabj5-1.fna.fbcdn.net/v/t39.30808-1/424582021_916291163385883_6791096808405746486_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=101&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=UCuaRYfaESIQ7kNvwED6wDK&_nc_oc=AdmbIyQbhI_V4rOBSZn6sAq3DpTs0kb67-JrwbendFldCQ1JRuEF2UlKqYAClWETLu8&_nc_zt=24&_nc_ht=scontent.fabj5-1.fna&_nc_gid=bciYeIHxO_VKQC24pOra1A&oh=00_AfGhNzvly9n_GFIXYFNJX4HmKFhjbrUXmhDtQc7aKYuqGQ&oe=6810325F","https://www.facebook.com/PANpartido","PANpartido",2317637898297292,NA,"2019-05-14 10:41:17",NA,"#aos16euvoto





esta medida não é nem nunca poderá ser eleitoralista. esta medida serve para reduzir o distanciamento a que se assiste entre a juventude e os decisores políticos que não beneficia o desenvolvimento do país e leva a que se tomem decisões desfasadas das ambições desse público-alvo, deixando os jovens com a sensação de que a sua vontade ou opinião pouco importam.





“este é o momento ideal para trazer esta questão a debate, uma vez que não existe pressão eleitoral”(..) ""o debate, a iniciar-se agora, jamais tem qualquer consequência para as eleições europeias ou para as eleições regionais ou para as eleições legislativas”, afirma andré silva.",114,"https://www.facebook.com/PANpartido/posts/pfbid034hVUpmCbsPoiMBKtJdR3L4ctdT4pmN52aVLLdhDwQC3fys9NsfCsbsifX9v75ZVyl","Portugal",-25.473,201910,0.1,0.2,0.5,0.3,0.2,0.4,0.3,123
