"","X.1","partyname","X","user.id","user.name","user.profilePic","user.profileUrl","pageName","postId","viewsCount","time","link","text","likes","url","countryname","rile","date","Language","Anger","Hope","Enthusiasm","Fear","Anxiety","Pride","Words"
"1",72359,"Sweden Democrats",199,100044611801350,"Sverigedemokraterna","https://scontent-gru1-2.xx.fbcdn.net/v/t39.30808-1/240940951_390420305788360_2651287603943945884_n.png?stp=cp0_dst-png_s40x40&_nc_cat=1&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=-8YnT8uvi7EQ7kNvwFebUWp&_nc_oc=Adki7mgNFk30VbnRC_c_REv2VJCQHtaxyBHrpVtZvGjTOUaVIDscPXbu5rDJxxeosm4&_nc_zt=24&_nc_ht=scontent-gru1-2.xx&_nc_gid=uSB5kPJHyd9quEduf1AJ-w&oh=00_AfFJGZ1n37QBSAg1yVyYHr4Ka7Kcr0dHFZ0fCOX6qUQ8ng&oe=6813DA9A","https://www.facebook.com/sverigedemokraterna","sverigedemokraterna",645188493644872,NA,"2022-09-07 17:10:31","https://www.expressen.se/nyheter/interna-sd-kritiken-mot-akessons-storda-pizzaval/","https://www.expressen.se/nyheter/interna-sd-kritiken-mot-akessons-storda-pizzaval/





vi är inte enade om allt.",1292,"https://www.facebook.com/sverigedemokraterna/posts/pfbid02qwA76amhyRGK76EVYnkvTbnRPeT44sNf16YQmzKTP7fQyHerUmijcMBMYriCnakhl","Sweden",4.295,202209,0.1,0.2,0.15,0.25,0.1,0.05,0.1,6
"2",72189,"Sweden Democrats",3187,100044611801350,"Sverigedemokraterna","https://scontent.fvag4-1.fna.fbcdn.net/v/t39.30808-1/240940951_390420305788360_2651287603943945884_n.png?stp=cp0_dst-png_s40x40&_nc_cat=103&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=-8YnT8uvi7EQ7kNvwGq0tXe&_nc_oc=AdkLWhO7oLJqrO9ayFYyTlHrGtZkY_ftd1_Mt4146rL-Vyi0jvbfdYbscJI7sEdjF38&_nc_zt=24&_nc_ht=scontent.fvag4-1.fna&_nc_gid=voQUuCPnFy0pvqcRJWIayw&oh=00_AfGsKRKGvOxjXgdI64mXvmfeuWECAYrgIXf8L49vOKUcSQ&oe=681412DA","https://www.facebook.com/sverigedemokraterna","sverigedemokraterna",546654370164952,NA,"2022-04-26 17:31:03","https://www.altinget.se/artikel/sd-vaaldsamma-elever-ska-flyttas-fraan-skolor","patrick reslow kommittérordförande för utbildningsutskottet och jörgen grubb skriver i altinget: https://www.altinget.se/artikel/sd-vaaldsamma-elever-ska-flyttas-fraan-skolor 





""våldsamma elever som utgör hot mot lärare och andra elever ska flyttas från skolan och fullgöra sin skolplikt på särskilda pliktskolor med tydlig disciplin och med personal som handplockas för denna uppgift.





våldsamma och hotfulla handlingar bär ingen hudfärg, men när såg vi senast – om någonsin – svenska ungdomar samlas för att svinga gatstenar mot polisen?





det skulle för övrigt förvåna oss om inte orsaken till det ökade våldet i sveriges skolor huvudsakligen står att finna i det våldskapital som vi har importerat via den aningslösa invandring som alla partier utom vårt har sanktionerat och applåderat. våldsamma och hotfulla handlingar bär ingen hudfärg, men när såg vi senast – om någonsin – svenska ungdomar samlas för att svinga gatstenar mot polisen?





andelen grundskoleelever med utländsk bakgrund uppgick till 14,5 procent 2003, 18 procent läsåret 2010/11 och 26 procent läsåret 2020/21. många av dessa elever härrör från kulturer där vuxenvärlden respekteras genom uppvisande av en hög grad av auktoritet. svenska reformer, som successivt tagit ifrån lärare rollen som en stark ledargestalt mot att i stället bli elevers mentorer och kamrater, har visat sig mycket olyckliga med tanke på barns behov av ledare och förebilder i allmänhet och invandrade elevers behov av vuxna med auktoritet i synnerhet.  





ska vi lyckas vända utvecklingen och stävja det ökande våldet i skolan behöver övriga partier hörsamma sverigedemokraternas idéer. det måste bli tydligt vad som gäller i skolan. allt annat är ett svek mot alla sveriges elever och mot skolans personal.""",3508,"https://www.facebook.com/sverigedemokraterna/posts/pfbid0zyUbQp9rWEwgpeuqtne2yWv2WotbYggfNgywdgQdrhPhoWH7qYn7U2LoyJpnQSG1l","Sweden",4.295,202209,0.75,0.8,0.3,0.7,0.65,0.2,0.5,383
"3",72847,"Sweden Democrats",3058,100044611801350,"Sverigedemokraterna","https://scontent.fsub8-1.fna.fbcdn.net/v/t39.30808-1/240940951_390420305788360_2651287603943945884_n.png?stp=cp0_dst-png_s40x40&_nc_cat=103&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=-8YnT8uvi7EQ7kNvwF1T3RL&_nc_oc=AdkZeImcsKb5amM78Bg6HQlFgMRklUMxw1ciQmBwqAb1uG3wxDxpcMm-JWQkCLrId5Y&_nc_zt=24&_nc_ht=scontent.fsub8-1.fna&_nc_gid=KEncjvG8Mx0V8wrjgmYkrw&oh=00_AfE-4XLTwtMMmM7Dw0cBZdDimZslPBkkyioJbeVwGEqj8g&oe=681412DA","https://www.facebook.com/sverigedemokraterna","sverigedemokraterna",563105951853127,NA,"2022-05-18 13:38:49","https://sd.se/bli-medlem/","julia kronlid om varför pensionerna behöver höjas. 





tack till sd norrtälje för insatsen också!",665,"https://www.facebook.com/sverigedemokraterna/posts/pfbid0K8UstACyH3YbZ2iShxjJjJ38g6Pw19peZRX9VMzqiDLuQvd1VErWQXu55mPLL5iZl","Sweden",4.295,202209,0.1,0,0.5,0,0,0.4,0.3,12
"4",72792,"Sweden Democrats",1555,100044611801350,"Sverigedemokraterna","https://scontent-lga3-1.xx.fbcdn.net/v/t39.30808-1/240940951_390420305788360_2651287603943945884_n.png?stp=cp0_dst-png_s40x40&_nc_cat=103&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=-8YnT8uvi7EQ7kNvwFMbfJ-&_nc_oc=AdnXCV4zTc2aCrorYYNPOGb4XFb2PkZr6cp5A6wJqXa8hSbJegty-7_i83yg5_gR70M&_nc_zt=24&_nc_ht=scontent-lga3-1.xx&_nc_gid=fKqN76vD0tmBNCJL8HGpQg&oh=00_AfEly4UK19YxVqMBFS0P_vwZJjIbwCAK6duz5f1Mkj3UIg&oe=6813DA9A","https://www.facebook.com/sverigedemokraterna","sverigedemokraterna",628082388688816,NA,"2022-08-15 18:33:03","https://www.expressen.se/tv/nyheter/sd-och-mp-mottes-i-klimatdebatt-det-ar-ett-svart-parti/?fbclid=IwAR209oun6wUrO36LGOBy80nvimQAD23YHOLJPecUVU36lmFd0LB0NWF73pg","vår toppkandidat elsa widding i en väldigt hetsig men intressant debatt mot lorentz tovatt. tovatt är som ni vet den kanske mest drivande politikern i att lägga ner kärnkraften tillsammans med sossarna. 





https://www.expressen.se/tv/nyheter/sd-och-mp-mottes-i-klimatdebatt-det-ar-ett-svart-parti/?fbclid=iwar209oun6wuro36lgoby80nvimqad23yholjpecuvu36lmfd0lb0nwf73pg",2163,"https://www.facebook.com/sverigedemokraterna/posts/pfbid0FD76tCrCQuW9FzrUAWDgfMbTzVVU4JTwSFU3qLefZ3WAd8gr8JbXvEMHzzkkwcEkl","Sweden",4.295,202209,0.75,0.6,0.3,0.4,0.5,0.55,0.65,51
"5",72339,"Sweden Democrats",3018,100044611801350,"Sverigedemokraterna","https://scontent.fmcz3-1.fna.fbcdn.net/v/t39.30808-1/240940951_390420305788360_2651287603943945884_n.png?stp=cp0_dst-png_s40x40&_nc_cat=103&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=-8YnT8uvi7EQ7kNvwHu_6lv&_nc_oc=Adny7C4WmN9T0pbDZYZuzzNuA8DT0EYL76t-xujz-xn5LAGeby3mfE0PwFknE3wV2hM&_nc_zt=24&_nc_ht=scontent.fmcz3-1.fna&_nc_gid=jq9-Y3xOhRQpo5ZL4uBukQ&oh=00_AfEA2spBIr4OvXqHBHJc4JmZpB7ctzIBHyO0LLe46n-s4A&oe=681412DA","https://www.facebook.com/sverigedemokraterna","sverigedemokraterna",569146271249095,NA,"2022-05-26 10:47:00","https://www.expressen.se/debatt/mangkultur-fore-kunskap-utarmar-svensk-poliskar/","https://www.expressen.se/debatt/mangkultur-fore-kunskap-utarmar-svensk-poliskar/",1022,"https://www.facebook.com/sverigedemokraterna/posts/pfbid034txeKkNEsL9pDcrxw44n84rSbW2JZ1psvzq2kRyzd9SjkdQqYJDGAkuvSCeAL9RCl","Sweden",4.295,202209,0.75,0.6,0.2,0.5,0.4,0.1,0.3,250
"6",72603,"Sweden Democrats",2873,100044611801350,"Sverigedemokraterna","https://scontent-mia3-1.xx.fbcdn.net/v/t39.30808-1/240940951_390420305788360_2651287603943945884_n.png?stp=cp0_dst-png_s40x40&_nc_cat=1&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=-8YnT8uvi7EQ7kNvwEyKzPW&_nc_oc=AdnLyeWyKPCHi76Co6VspSWFN2R9NRnRyC9L8VwhkzHgwTJJW06QRhQBgLGholQYc_g&_nc_zt=24&_nc_ht=scontent-mia3-1.xx&_nc_gid=pEkGQf60L-Q588kkcPZ7BA&oh=00_AfFnVCI6nbkABKmHKnxQW-Cbuqt2bqymX-bLHDOHJmgmWQ&oe=681412DA","https://www.facebook.com/sverigedemokraterna","sverigedemokraterna",579640400199682,NA,"2022-06-10 05:06:52",NA,"morgan johansson, avgå.",473,"https://www.facebook.com/sverigedemokraterna/posts/pfbid037fiZp5LVRnbxxqMjz3RXrSfuKybgAJPKT8nWDaFL6FfEFhhW3G62crscCvW3T3oxl","Sweden",4.295,202209,0.75,0.85,0.1,0.2,0.05,0.15,0.25,2
"7",72626,"Sweden Democrats",3099,100044611801350,"Sverigedemokraterna","https://scontent.frba1-1.fna.fbcdn.net/v/t39.30808-1/240940951_390420305788360_2651287603943945884_n.png?stp=cp0_dst-png_s40x40&_nc_cat=1&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=-8YnT8uvi7EQ7kNvwGYdTfF&_nc_oc=AdmXd2u3j5xwzeEnc9sSqFmgMRGRWFdmeKLz6Hh8b7FyUtTElQd-7646epaHVGM53_M&_nc_zt=24&_nc_ht=scontent.frba1-1.fna&_nc_gid=C5XZGhXbtCJRLkfSgM43Zw&oh=00_AfEIJt8a_DAjYMRIUT2HpNiZ_x8QXkB0pt1xGbiZgtX5UQ&oe=681412DA","https://www.facebook.com/sverigedemokraterna","sverigedemokraterna",557019125795143,NA,"2022-05-10 06:33:58","https://www.lararen.se/nyheter/debatt/politikdebatt-sd","statligt huvudmannaskap, tydligt fokus på kunskapsinlärning och förbud mot muslimska friskolor, är några av de frågor som sverigedemokraterna prioriterar kring skolan. 





svensk skola har blivit alltmer stökig och våldsam. samtidigt har vi kunnat se oroväckande resultat i olika internationella kunskapsmätningar och att en allt för stor andel av eleverna går ut med ofullständiga betyg. vidare har segregationen ökat kraftigt. det behövs ett omtag och en nystart för att åtgärda de problem svensk skola brottas med. förklaringen till den uppkomna situationen står att finna i årtionden av mångkulturalism och massinvandring. lägg därtill socialistisk flumpedagogik, kravlöshet och den totalt misslyckade kommunaliseringen av den svenska skolan.





",3142,"https://www.facebook.com/sverigedemokraterna/posts/pfbid0K3EqWRyniRKyigTGmvzcjY49jvxxZqb1rj5rSpYLHGaLdN8NRUNrjFCvdYCT8jTul","Sweden",4.295,202209,0.78,0.55,0.2,0.65,0.5,0.1,0.15,186
"8",72523,"Sweden Democrats",2672,100044611801350,"Sverigedemokraterna","https://scontent.fruh4-4.fna.fbcdn.net/v/t39.30808-1/240940951_390420305788360_2651287603943945884_n.png?stp=cp0_dst-png_s40x40&_nc_cat=1&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=-8YnT8uvi7EQ7kNvwE1Ipb8&_nc_oc=Adk8DElCnuN6Umh5vYsgCYCS6mt6Op59fCed-xpkjj24Nrfh89JeyQ9Lnjt-nUsChGY&_nc_zt=24&_nc_ht=scontent.fruh4-4.fna&_nc_gid=P7svXOyyiBUDvzz55o_0IQ&oh=00_AfE1HZD4WtOtxcKHpFfJpeAHsJDnZLXMkViSivbUjmMn0w&oe=681412DA","https://www.facebook.com/sverigedemokraterna","sverigedemokraterna",592141422282913,NA,"2022-06-27 14:29:47",NA,"det är positivt att fler partier nu säger sig vilja sänka reduktionsplikten för att få ner drivmedelspriserna. men när frågan behandlades i riksdagen så sent som i onsdags, röstade endast sd för en sänkning. sveriges bilister behöver politisk handling. inte bara fina utfästelser.",10000,"https://www.facebook.com/sverigedemokraterna/posts/pfbid032gRLCSgc1wWvaR9FHcuTWS7sPrjC6p1kNSRd9iunUjhTNfXmKWTBVTCHpQ1RFS3fl","Sweden",4.295,202209,0.05,0.3,0.6,0.2,0.1,0.4,0,56
"9",72826,"Sweden Democrats",435,100044611801350,"Sverigedemokraterna","https://scontent.fcgh71-1.fna.fbcdn.net/v/t39.30808-1/240940951_390420305788360_2651287603943945884_n.png?stp=cp0_dst-png_s40x40&_nc_cat=1&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=-8YnT8uvi7EQ7kNvwHWNQ3b&_nc_oc=AdkmqYuokT0bMU7wRhqI66oJSmYf1buYdSwGq8zh-8OigC1TYKOdivBV1XUzYCKZc_Q&_nc_zt=24&_nc_ht=scontent.fcgh71-1.fna&_nc_gid=NE4HFoZULUZ4JoLthmNCsA&oh=00_AfGH-zLYmuDg4T8XuosocWGs9Wgw0RSxfRplMDjNDHBRlQ&oe=6813DA9A","https://www.facebook.com/sverigedemokraterna","sverigedemokraterna",642718337225221,NA,"2022-09-04 14:35:42",NA,"mycket lyckat torgmöte i järfälla idag! richard jomshofs turné om hotet från islamismen fortsätter. kvarvarande möten: 





5 sep – 16:00 | resecentrum, uppsala





6 sep – 13:00 | fristadstorgets scen, eskilstuna





7 sep – 17:00 | s:t larskyrkan, linköping





7 sep – 12:00 | sigmascenen, västerås





10 sep – 13.30 | klaipedaplatsen, karlskrona





missa inte detta!",3720,"https://www.facebook.com/sverigedemokraterna/posts/pfbid0FK7UwMMoUV2ET7k517NMy9TB59zTvNG55uFuC881Z9cTnGUchKBUfti8T5bGP2oUl","Sweden",4.295,202209,0.2,0.1,0.3,0.4,0.5,0.7,0.6,59
"10",72784,"Sweden Democrats",3065,100044611801350,"Sverigedemokraterna","https://scontent.fhyd1-4.fna.fbcdn.net/v/t39.30808-1/240940951_390420305788360_2651287603943945884_n.png?stp=cp0_dst-png_s40x40&_nc_cat=103&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=-8YnT8uvi7EQ7kNvwFsXwH2&_nc_oc=AdmlnQdSeLLwf-kZz7YfG7LZNjHOAKB7ccpCUOYmdVlY0BVA7Olx-Lxb4lTAGC0jjMQ&_nc_zt=24&_nc_ht=scontent.fhyd1-4.fna&_nc_gid=x-zFp1XHB87RCKyrT0K46w&oh=00_AfHWyDXsVQ7C2zeZMak_Ku7KN9t3hPN10u2MD1qs4-OD4g&oe=681412DA","https://www.facebook.com/sverigedemokraterna","sverigedemokraterna",562450571918665,NA,"2022-05-17 16:19:19","https://youtu.be/inlTVabYn6o","turnén fortsätter! in och kolla nu!





",351,"https://www.facebook.com/sverigedemokraterna/posts/pfbid02hoUjL2RzWGRFgP7xDtCkxEeAKqgjc8hEU5qhtsSP1JpXo4eHQxbip4HDEECewQ2Pl","Sweden",4.295,202209,0.1,0,0.5,0,0,0.8,0.2,6
