"","X.1","partyname","X","user.id","user.name","user.profilePic","user.profileUrl","pageName","postId","viewsCount","time","link","text","likes","url","countryname","rile","date","Language","Anger","Hope","Enthusiasm","Fear","Anxiety","Pride","Words"
"1",52017,"National Coalition",1246,100044420796713,"Kokoomus","https://scontent.fnvt6-1.fna.fbcdn.net/v/t39.30808-1/456283421_1054539972703353_191737292820868044_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=100&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=COAcW38jCjwQ7kNvwFDkKQ4&_nc_oc=AdluqHY1aTmDN1soIsbWKNCJZsKJdE1ONblXvcDHaeSLtiu3iEXHoTe1W3Exkt-tvNw&_nc_zt=24&_nc_ht=scontent.fnvt6-1.fna&_nc_gid=Wv15c2e2801Ho95UmT4PXQ&oh=00_AfHKwjrikYH_1aBUwpSsGZqIGFv1xgZIDkqnMz3ygWlvTw&oe=680FFD83","https://www.facebook.com/kokoomus","kokoomus",10155639994997102,NA,"2018-12-10 09:15:34","https://www.kokoomus.fi/risteily/","avataan kaikkien aikojen vaalikevät yhdessä tammikuun kokoomusristeilyllä 19.–20.1. ilmoittautuminen: https://www.kokoomus.fi/risteily/",55,"https://www.facebook.com/kokoomus/posts/620813222878858:620813222878858","Finland",1.2,201904,0.01,0,0.65,0.1,0.05,0.7,0.4,21
"2",52043,"National Coalition",778,100044420796713,"Kokoomus","https://scontent.fsxv5-1.fna.fbcdn.net/v/t39.30808-1/456283421_1054539972703353_191737292820868044_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=100&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=COAcW38jCjwQ7kNvwGudI4R&_nc_oc=AdlfVmQrHBvQa6DftdK_JY8y_joiwf8ogYE2cfH92jBbaVxJgLGSpNXjgs2TqBixqIA&_nc_zt=24&_nc_ht=scontent.fsxv5-1.fna&_nc_gid=uyurKO9xl-9T4189pEcYXw&oh=00_AfECyXCDbdwfFDp-RCQhQv7A11unIOcQBTwYePKrSCC0GQ&oe=680FFD83","https://www.facebook.com/kokoomus","kokoomus",10155762744067102,NA,"2019-02-11 09:54:46","https://www.112.fi/hatanumero_112/soittajan_paikantaminen/112suomi","tänään vietetään 112-päivää! 🚔🚨 päivässä korostetaan turvallisuuden merkitystä ihmisten arjessa.





oletko muuten jo ladannut 112 suomi -sovelluksen puhelimeesi? sovelluksen keskeisin hyöty on, että avunsaanti hätätilanteessa nopeutuu. soittajan tarkka sijaintitieto välittyy hätäkeskukseen automaattisesti, mikä nopeuttaa hätäpuhelujen käsittelyä.





tee sinäkin turvallisuusteko ja lataa 112 suomi -sovellus! 📱",183,"https://www.facebook.com/kokoomus/posts/pfbid028Nfr6MhjeDBULWgDU8kNV2CDhvHLUUCWxNnCVSRArXGWQ1XiB9jsKirb4xb5UM5Vl","Finland",1.2,201904,0.1,0,0.7,0.2,0,0.6,0.5,111
"3",51924,"National Coalition",190,100044420796713,"Kokoomus","https://scontent.fdel27-4.fna.fbcdn.net/v/t39.30808-1/456283421_1054539972703353_191737292820868044_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=100&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=COAcW38jCjwQ7kNvwGe0Avb&_nc_oc=Adm6MwMOjPd2p-f6KrrYEjvMsUgUDh_NkTqT8zXEvkHR6nK8g3ZhvF-dB0ZCr9hdnZU&_nc_zt=24&_nc_ht=scontent.fdel27-4.fna&_nc_gid=ymmiKDA14EMH-1c5nGqX8Q&oh=00_AfFqMp5HazccNPNCLO4hQ-YTq2HJNN0fhzUjlWbnk4dKuQ&oe=680FFD83","https://www.facebook.com/kokoomus","kokoomus",10155872915822102,NA,"2019-04-08 12:49:56","https://www.kokoomus.fi/tekoja-suomen-hyvaksi-2015-2019/","vihdoinkin näissä vaaleissa puhutaan taloudesta ja työllisyydestä! 🤩





tiistaina kannattaa olla ruudun äärrellä, kun petteri orpo ja   elina lepomäki pääsevät tahoillaan vauhtiin talousasioista 💪",657,"https://www.facebook.com/kokoomus/posts/pfbid0gQZ5qN9rVpJ73Q9n4NRQa5C6dg2rrc7p6eZPjeQAJ9XR7njdSP48z4XnxGL3tXwel","Finland",1.2,201904,0.1,0,0.7,0,0,0.9,0.5,31
"4",51898,"National Coalition",1204,100044420796713,"Kokoomus","https://scontent.fvno2-1.fna.fbcdn.net/v/t39.30808-1/456283421_1054539972703353_191737292820868044_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=100&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=COAcW38jCjwQ7kNvwFwKQla&_nc_oc=AdnhHT3aW9yxzXmsV2XEiACIKNuiX7ZEUconovhQG1BowC7dNsruB0cvVtNydnJI1r8&_nc_zt=24&_nc_ht=scontent.fvno2-1.fna&_nc_gid=_UEEaXxr-yltXQ0oe3keKQ&oh=00_AfHep_CoTOPq7rqy4KwwqXNzDn7pc3eXzhqHiEliUfsadg&oe=680FFD83","https://www.facebook.com/kokoomus","kokoomus",10155650753747102,NA,"2018-12-16 07:45:32","https://www.hs.fi/talous/art-2000005933840.html","erinomaisia uutisia suomelle! valtiovarainministeri petteri orpo kertoo, että suomi pystyy lyhentämään valtionvelkaansa ensimmäistä kertaa kymmeneen vuoteen! 💰💪🏼",1888,"https://www.facebook.com/kokoomus/posts/pfbid0A913FUnixJy2GCC4XVYPwmypibPH94pU5VH9TRnv1QRZzWegMnTfNKPQ9MnRBX15l","Finland",1.2,201904,0.1,0,0.9,0,0,0.8,0.7,20
"5",51906,"National Coalition",1167,100044420796713,"Kokoomus","https://scontent-phx1-1.xx.fbcdn.net/v/t39.30808-1/456283421_1054539972703353_191737292820868044_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=100&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=COAcW38jCjwQ7kNvwFSsdZp&_nc_oc=AdlsZm1_5tmPysZV8cD15Hi5juwoK20myo6dM53D_h1bQd44OFm9N8hXrrn8Sxk0F04&_nc_zt=24&_nc_ht=scontent-phx1-1.xx&_nc_gid=vOf3oN6uxNVGiPBywaoGyQ&oh=00_AfEUc9dX1uGgct6Q2-XYCojDM4uuWAnlB84pGkvyrLvPuQ&oe=680FFD83","https://www.facebook.com/kokoomus","kokoomus",10155658862392102,NA,"2018-12-23 09:34:00",NA,"hyvää ja rauhallista joulua kaikille!",4448,"https://www.facebook.com/kokoomus/posts/pfbid0qxuQx7BruBQT7Ran549x53QS1jKsWinBCceXdkviv1W8Hk6t1Qry5FQ6485Kigckl","Finland",1.2,201904,0.1,0,0.8,0,0,0.7,0,8
"6",52069,"National Coalition",1127,100044420796713,"Kokoomus","https://scontent.fmad7-1.fna.fbcdn.net/v/t39.30808-1/456283421_1054539972703353_191737292820868044_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=100&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=COAcW38jCjwQ7kNvwEYK18r&_nc_oc=Adm_GYi9nzyuGjOsTbSeoyTEPu4tdPFeQ_n17LzTNtvP7rtb1ocDlapVtSPyZrlQ38o&_nc_zt=24&_nc_ht=scontent.fmad7-1.fna&_nc_gid=HapX8wbCjZOd8MS58QZUBA&oh=00_AfFsouox5yzDYVuh7Pc2XyPzSpSkfCR_BEVago8m22oUrQ&oe=680FFD83","https://www.facebook.com/kokoomus","kokoomus",10155688138427102,NA,"2019-01-04 09:03:50","http://www.kokoomus.fi/risteily","ahoi! kaikkien aikojen vaalikevät aloitetaan yhdessä silja europan kokoomusristeilyllä 19.-20. tammikuuta.  





varaa lippusi osoitteesta www.kokoomus.fi/risteily",69,"https://www.facebook.com/kokoomus/posts/pfbid02evw3gVBV4SmmGds1WzGECmMUGzHVZjEdhyTDtaEJHDVKZruB1RwwQ9GE1q2dCbg7l","Finland",1.2,201904,0.1,0,0.7,0,0,0.8,0.5,21
"7",51908,"National Coalition",586,100044420796713,"Kokoomus","https://scontent-hou1-1.xx.fbcdn.net/v/t39.30808-1/456283421_1054539972703353_191737292820868044_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=100&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=COAcW38jCjwQ7kNvwHuLXtZ&_nc_oc=Adlt0jZvy1idOG0QHdbJ9bhZyFW7eWtI1apIHHfE2QNborchw3vvD9ySZNdNHMY1aU4&_nc_zt=24&_nc_ht=scontent-hou1-1.xx&_nc_gid=Q767OO137bzNxjlaL7o2hw&oh=00_AfGJ6E41TAfif1RYOnyOh3Egud8VM7qSELYHUQKPsg8ARQ&oe=680FFD83","https://www.facebook.com/kokoomus","kokoomus",10155805659482102,NA,"2019-03-04 13:10:00","https://www.kokoomus.fi/sinuhe-wallinheimo-tarve-ihmistyolle-tulee-sailymaan-jatkossakin/","tarve ihmisten käsipareille ja aivonystyröille ei tule katoamaan mihinkään, vaikka työ muuttuukin vauhdilla. 





""suomella on suuri potentiaali olla alustatalouden luvattu maa. digitaalisesti tarjottuja palveluja voidaan toteuttaa globaalissa mittakaavassa. tämä jos mikä avaa mahdollisuuksia suomalaisen osaamisen kansainväliselle kysynnälle"", tiivistää kansanedustajamme sinuhe wallinheimo.





lue lisää jutusta! 👉🏻",94,"https://www.facebook.com/kokoomus/posts/pfbid0e9ikfocx9URR7eXNR7zFg5NyTtd4BjttEAJGU7vAkSz1JPXCEXEwJLJqjjt8vq3tl","Finland",1.2,201904,0.7,0.1,0.8,0.2,0.1,0.75,0.6,105
"8",51993,"National Coalition",1232,100044420796713,"Kokoomus","https://scontent-bos5-1.xx.fbcdn.net/v/t39.30808-1/456283421_1054539972703353_191737292820868044_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=100&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=COAcW38jCjwQ7kNvwE1AcV5&_nc_oc=AdmUsvAg-KxQndJp1h8xtRYuQ55YeiYAqEFlE8brAc1-uhbggBf5ogUe6JAxyMpZmz4&_nc_zt=24&_nc_ht=scontent-bos5-1.xx&_nc_gid=0uBV9LOhjNWIjg4KU2IQIQ&oh=00_AfHfyiYtu_N93N2erIG61Sgb347deqeZbXqcOymRJ0AJaQ&oe=680FFD83","https://www.facebook.com/kokoomus","kokoomus",10155645541837102,NA,"2018-12-13 10:41:44",NA,"haluaisitko viinit ruokakauppoihin? 🍷",132,"https://www.facebook.com/kokoomus/posts/pfbid0bdNtqkzkTGQDQD1aiY6sMCspdPzKVon3rHUxwTiNdsEHECcaeuu4LLQDCVximNGQl","Finland",1.2,201904,0.1,0,0.2,0,0,0.5,0,6
"9",51946,"National Coalition",426,100044420796713,"Kokoomus","https://scontent.fjai1-2.fna.fbcdn.net/v/t39.30808-1/456283421_1054539972703353_191737292820868044_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=100&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=COAcW38jCjwQ7kNvwEMiIZr&_nc_oc=AdlTKH-jXBR8xo3vdc6P8eYSMCSeVyNnbEczfevP1VamMnQnWyN5_Yq_DioNOkgBZn8&_nc_zt=24&_nc_ht=scontent.fjai1-2.fna&_nc_gid=rWSs3SXNNaJrwXK4smgkmA&oh=00_AfGLxOy0VwoXRPaF50w2paCt7d4oE2YaTyD-PvizruI_xA&oe=680FFD83","https://www.facebook.com/kokoomus","kokoomus",10155834033287102,NA,"2019-03-20 08:05:18","https://www.is.fi/kotimaa/art-2000006041373.html","hyvä suomi! 💪🏻 🇫🇮





tämänkin vuoksi me uskallamme epäröimättä sanoa, että luotamme suomeen – maahan, joka on aina pärjännyt myös vaikeissa paikoissa. me haluamme tehdä töitä sen eteen, että tästä suomi tunnetaan myös jatkossa.",390,"https://www.facebook.com/kokoomus/posts/pfbid0poQtNrm9AgucUVMxJSSgnLqv7ZvSNzk3mZa24qrinMNBMEfdGT6Mdi9xWG5T3FTml","Finland",1.2,201904,0.1,0,0.8,0,0,0.9,0.9,65
"10",51951,"National Coalition",309,100044420796713,"Kokoomus","https://scontent-dfw5-2.xx.fbcdn.net/v/t39.30808-1/456283421_1054539972703353_191737292820868044_n.jpg?stp=cp0_dst-jpg_s40x40_tt6&_nc_cat=100&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=COAcW38jCjwQ7kNvwHUmT9d&_nc_oc=AdnkuMc4jMjOz0n5SuHBWxNLGIH-bccfqkHSj6mHaSNLkjBYO5ezimR5ln5jG4TqPD0&_nc_zt=24&_nc_ht=scontent-dfw5-2.xx&_nc_gid=44Ecrg1muz1gHKOzArHqCg&oh=00_AfGLjgOpZq0Pif27bW0FSO1rlQAiwvEpHOwfwAcLGBJd_Q&oe=680FFD83","https://www.facebook.com/kokoomus","kokoomus",10155850023242102,NA,"2019-03-28 08:43:37","https://www.iltalehti.fi/politiikka/a/782e57bf-c2f6-404b-9886-952cbce36959","hei hei, muoviset kertakäyttötuotteet! 🙅‍♀️





yli 80 prosenttia merten roskasta on muovia. juuri tällaisia yhteisiä eurooppalaisia ratkaisuja tarvitaan, jotta voimme pitää yhteisestä maapallostamme ja sen meristä parempaa huolta 💚🌍",2395,"https://www.facebook.com/kokoomus/posts/pfbid0acWnwkqKuHcAhBQacKeZaY8AHYjXTfXVmUwRmMCeeNHnQbvFf9sKoJ9QAQMXaSqol","Finland",1.2,201904,0.5,0.1,0.7,0.2,0.3,0.6,0.5,39
